131;Ingebrigtsen;2968;
132;Hoel;2902;
133;Bråten;2899;
134;Tran;2866;
135;Solli;2844;
136;Holmen;2837;
137;Engebretsen;2810;
138;Carlsen;2804;
139;Lorentzen;2794;
140;Hoff;2789;
141;Samuelsen;2777;
142;Sveen;2745;
143;Ludvigsen;2744;
144;Sandnes;2731;
145;Rønningen;2714;
146;Fossum;2708;
147;Breivik;2687;
148;Monsen;2683;
149;Hassan;2648;
150;Mohamed;2611;
151;Fjeld;2594;
152;Solvang;2589;
153;Solbakken;2584;
154;Johannesen;2560;
155;Nordby;2540;
156;Egeland;2530;
157;Jonassen;2504;
158;Aase;2488;
159;Sand;2480;
160;Dalen;2470;
161;Stokke;2467;
162;Bye;2460;
163;Syversen;2459;
164;Andersson;2448;
165;Bø;2435;
166;Wiik;2427;
167;Løken;2425;
168;Johansson;2404;
169;Ødegaard;2399;
170;Sørlie;2381;
171;Haga;2354;
172;Khan;2311;
173;Sandberg;2296;
174;Wang;2293;
175;Møller;2293;
176;Tollefsen;2288;
177;Viken;2253;
178;Haaland;2251;
179;Teigen;2232;
180;Hamre;2230;
181;Kvam;2217;
182;Torp;2208;
183;Berger;2203;
184;Ottesen;2199;
185;Borge;2197;
186;Kolstad;2191;
187;Sande;2190;
188;Eikeland;2187;
189;Enger;2186;
190;Stene;2173;
191;Øien;2168;
192;Nikolaisen;2167;
193;Holen;2164;
194;Helle;2145;
195;Fosse;2134;
196;Langeland;2125;
197;Kvamme;2119;
198;Borgen;2118;
199;Sletten;2110;
200;Petersen;2092;
201;Haugan;2091;
202;Skoglund;2088;
203;Kleven;2064;
204;Arntsen;2052;
205;Løkken;2043;
206;Markussen;2029;
207;Lind;2025;
208;Mæland;2021;
209;Tønnessen;2019;
210;Hole;1996;
211;Arntzen;1989;
212;Stensrud;1986;
213;Lian;1981;
214;Østby;1970;
215;Aamodt;1962;
216;Nordli;1942;
217;Solem;1928;
218;Tvedt;1913;
219;Røed;1913;
220;Myrvang;1895;
221;Vold;1883;
222;Ellefsen;1881;
223;Husby;1877;
224;Berget;1875;
225;Børresen;1868;
226;Syvertsen;1865;
227;Eggen;1865;
228;Hetland;1855;
229;Davidsen;1854;
230;Nesse;1846;
231;Kleppe;1839;
232;Skaar;1831;
233;Ness;1824;
234;Simensen;1823;
235;Gran;1813;
236;Marthinsen;1791;
237;Smith;1779;
238;Finstad;1778;
239;Stenberg;1773;
240;Sund;1770;
241;Meyer;1767;
242;Fjeldstad;1767;
243;Olaussen;1753;
244;Norheim;1742;
245;Reitan;1741;
246;Mohammed;1735;
247;Le;1711;
248;Brevik;1709;
249;Hussain;1691;
250;Bjelland;1691;
251;Holte;1683;
252;Gjertsen;1681;
253;Larssen;1675;
254;Meland;1674;
255;Skaug;1673;
256;Ibrahim;1672;
257;Abdi;1671;
258;Espeland;1666;
259;Krogstad;1659;
260;Klausen;1655;
261;Riise;1644;
262;Bolstad;1641;
263;Nilsson;1626;
264;Solhaug;1625;
265;Lindberg;1623;
266;Nordbø;1614;
267;Ahmad;1611;
268;Mo;1606;
269;Lauritzen;1605;
270;Waage;1590;
271;Rustad;1586;
272;Farstad;1585;
273;Olafsen;1584;
274;Aasheim;1583;
275;Krogh;1581;
276;Holt;1571;
277;Grimstad;1570;
278;Bendiksen;1568;
279;Endresen;1566;
280;Grande;1562;
281;Bergersen;1562;
282;Vatne;1561;
283;Thorvaldsen;1559;
284;Opsahl;1555;
285;Myrvold;1554;
286;Øverland;1551;
287;Gulliksen;1534;
288;Larsson;1529;
289;Thorstensen;1525;
290;Nyborg;1519;
291;Stangeland;1518;
292;Salvesen;1516;
293;Sørli;1506;
294;Normann;1503;
295;Bredesen;1503;
296;Nordvik;1502;
297;Nyhus;1494;
298;Rød;1492;
299;Thorbjørnsen;1483;
300;Frantzen;1474;
301;Nordahl;1466;
302;Steffensen;1465;
303;Ringstad;1464;
304;Bjørnsen;1459;
305;Hussein;1452;
306;Haraldsen;1452;
307;Lervik;1439;
308;Hjelle;1438;
309;Sørum;1437;
310;Mork;1432;
311;Eriksson;1432;
312;Melby;1431;
313;Holter;1427;
314;Karlsson;1416;
315;Skogen;1413;
316;Mathiesen;1412;
317;Christoffersen;1412;
318;Singh;1411;
319;Nes;1406;
320;Hovde;1404;
321;Opheim;1402;
322;Mørk;1394;
323;Ramstad;1392;
324;Skår;1387;
325;Håkonsen;1381;
326;Økland;1370;
327;Stenersen;1363;
328;Øyen;1361;
329;Lande;1356;
330;Vangen;1353;
331;Sundby;1350;
332;Fredheim;1350;
333;Erlandsen;1345;
334;Bugge;1345;
335;Skeie;1339;
336;Guttormsen;1339;
337;Braathen;1338;
338;Volden;1336;
339;Holst;1326;
340;Bergan;1325;
341;Ask;1318;
342;Høyland;1313;
343;Bang;1312;
344;Robertsen;1308;
345;Kaspersen;1306;
346;Nymoen;1297;
347;Lundberg;1297;
348;Hope;1297;
349;Olsson;1289;
350;Martinussen;1287;
351;Bjørklund;1286;
352;Bjørge;1284;
353;Johnsrud;1282;
354;Rørvik;1275;
355;Våge;1272;
356;Berglund;1268;
357;Michelsen;1263;
358;Aronsen;1261;
359;Wiig;1256;
360;Omar;1251;
361;Pham;1248;
362;Hovden;1237;
363;Lid;1232;
364;Dahlen;1223;
365;Strømme;1215;
366;Grønvold;1214;
367;Strømmen;1212;
368;Holthe;1208;
369;Tobiassen;1205;
370;Seim;1201;
371;Skjæveland;1198;
372;Sæbø;1195;
373;Ervik;1195;
374;Kleiven;1194;
375;Tveiten;1186;
376;Clausen;1186;
377;Søvik;1183;
378;Nicolaisen;1181;
379;Solstad;1177;
380;Skar;1175;
381;Meling;1175;
382;Engh;1172;
383;Askeland;1171;
384;Skogstad;1169;
385;Sagen;1168;
386;Nyheim;1166;
387;Benjaminsen;1163;
388;Løland;1158;
389;Gravdal;1158;
390;Bekkevold;1158;
391;Austad;1156;
392;Rogne;1154;
393;Nyland;1149;
394;Nordal;1144;
395;Øvrebø;1139;
396;Stensland;1139;
397;Steinsland;1135;
398;Kaur;1131;
399;Lauritsen;1130;
400;Olstad;1126;
401;Bertelsen;1124;
402;Lyngstad;1123;
403;Borgersen;1121;
404;Bentsen;1120;
405;Ramberg;1118;
406;Nordgård;1118;
407;Iqbal;1118;
408;Vinje;1117;
409;Svensson;1112;
410;Didriksen;1112;
411;Schei;1109;
412;Ingvaldsen;1109;
413;Brenden;1109;
414;Thorkildsen;1108;
415;Nesheim;1107;
416;Persson;1105;
417;Barstad;1104;
418;Odden;1100;
419;Frydenlund;1099;
420;Bekken;1098;
421;Langseth;1097;
422;Enoksen;1097;
423;Lia;1090;
424;Jørstad;1087;
425;Norum;1081;
426;Thomsen;1078;
427;Osman;1077;
428;Evjen;1064;
429;Winther;1062;
430;Tandberg;1058;
431;Huse;1057;
432;Eidem;1055;
433;Heimdal;1048;
434;Hoem;1046;
435;Haugerud;1045;
436;Midtbø;1044;
437;Sæter;1043;
438;Førde;1043;
439;Stenseth;1042;
440;Nordheim;1042;
441;Horn;1042;
442;Bergh;1042;
443;Alstad;1042;
444;Fagerli;1040;
445;Ueland;1038;
446;Handeland;1037;
447;Aasland;1037;
448;Lange;1036;
449;Hopland;1035;
450;Huseby;1034;
451;Fossen;1029;
452;Heggelund;1027;
453;Aslaksen;1026;
454;Svensen;1025;
455;Korneliussen;1025;
456;Gjerstad;1023;
457;Gilje;1022;
458;Sollie;1021;
459;Nicolaysen;1019;
460;Almås;1019;
461;Bergli;1017;
462;Westby;1015;
463;Brun;1015;
464;Bruun;1014;
465;Berntzen;1009;
466;Kvalheim;1006;
467;Blindheim;1005;
468;Øye;1002;
469;Øverby;996;
470;Hågensen;996;
471;Myren;995;
472;Holten;993;
473;Lystad;992;
474;Lorentsen;989;
475;Furnes;987;
476;Reiersen;985;
477;Brenna;984;
478;Tønnesen;980;
479;Lohne;980;
480;Hustad;978;
481;Gregersen;977;
482;Skog;975;
483;Hove;973;
484;Granli;973;
485;Bjørndal;972;
486;Selnes;971;
487;Nergård;965;
488;Blom;964;
489;Bergheim;962;
490;Torsvik;961;
491;Sørheim;960;
492;Nerland;960;
493;Sundal;959;
494;Liland;959;
495;Sjursen;958;
496;Åsheim;957;
497;Totland;956;
498;Grindheim;955;
499;Flaten;955;
500;Bergum;955;
501;Aksnes;955;
502;Trondsen;952;
503;Østrem;950;
504;Mathiassen;950;
505;Vågen;949;
506;Kjær;948;
507;Østensen;947;
508;Standal;947;
509;Mjelde;943;
510;Dybvik;942;
511;Bratland;940;
512;Voll;939;
513;Eng;939;
514;Løvås;938;
515;Hvidsten;938;
516;Akselsen;937;
517;Storvik;936;
518;Nordhagen;933;
519;Helgeland;932;
520;Undheim;931;
521;Rygh;928;
522;Nyberg;928;
523;Solum;927;
524;Wahl;926;
525;Toft;926;
526;Bjerknes;926;
527;Falch;925;
528;Adolfsen;925;
529;Morken;923;
530;Bårdsen;922;
531;Wik;920;
532;Hillestad;920;
533;Einarsen;917;
534;Sandal;915;
535;Ingebretsen;915;
536;Nystad;913;
537;Furuseth;913;
538;Storhaug;909;
539;Lothe;909;
540;Aarseth;904;
541;Eik;903;
542;Ryen;902;
543;Matre;902;
544;Grønli;902;
545;Akhtar;898;
546;Stølen;895;
547;Hofstad;895;
548;Sæthre;893;
549;Rusten;893;
550;Ovesen;886;
551;Erichsen;886;
552;Bergstrøm;886;
553;Wangen;884;
554;Engan;884;
555;Kaasa;882;
556;Haldorsen;882;
557;Oftedal;877;
558;Røstad;876;
559;Reinertsen;873;
560;Haugstad;873;
561;Kvalvik;869;
562;Straume;868;
563;Alvestad;868;
564;Skretting;864;
565;Kvåle;861;
566;Løvik;860;
567;Førland;859;
568;Olufsen;858;
569;Haukås;857;
570;Braaten;857;
571;Holstad;856;
572;Ulriksen;855;
573;Eikrem;855;
574;Herland;853;
575;Moland;851;
576;Asbjørnsen;851;
577;Skogheim;850;
578;Hernes;850;
579;Josefsen;849;
580;Fjellheim;847;
581;Aakre;847;
582;Husebø;846;
583;Nesset;845;
584;Espedal;844;
585;Høvik;842;
586;Lindseth;840;
587;Forsberg;839;
588;Salte;837;
589;Valle;836;
590;Haagensen;835;
591;Tellefsen;834;
592;Omdal;833;
593;Nordstrand;831;
594;Tronstad;829;
595;Schmidt;829;
596;Myhren;826;
597;Anderssen;825;
598;Lindgren;824;
599;Rostad;822;
600;Hals;822;
601;Johnson;821;
602;Røe;819;
603;Brustad;819;
604;Bjerkan;819;
605;Strømsnes;818;
606;Huynh;818;
607;Michaelsen;817;
608;Fjellstad;817;
609;Storli;816;
610;Nylund;815;
611;Holth;814;
612;Byberg;808;
613;Ravndal;806;
614;Myller;806;
615;Lindstad;806;
616;Holand;806;
617;Øygarden;805;
618;Malik;805;
619;Stubberud;803;
620;Rygg;803;
621;Lier;803;
622;Valen;800;
623;Ekeberg;800;
624;Søberg;799;
625;Vollan;798;
626;Vikan;798;
627;Jonsson;798;
628;Egge;797;
629;Grønning;793;
630;Fagerheim;792;
631;Kroken;789;
632;Bentzen;788;
633;Skare;787;
634;Sanden;787;
635;Butt;786;
636;Bjørke;785;
637;Sæle;782;
638;Mørch;781;
639;Ismail;781;
640;Corneliussen;781;
641;Sannes;780;
642;Holtan;776;
643;Løvdal;774;
644;Kopperud;774;
645;Jama;773;
646;Øen;772;
647;Vedvik;772;
648;Juliussen;772;
649;Høiland;771;
650;Holme;771;
651;Stokka;770;
652;Steine;770;
653;Riis;770;
654;Sundt;769;
655;Brandal;769;
656;Løseth;766;
657;Walle;764;
658;Søyland;764;
659;Beck;764;
660;Omland;763;
661;Amdal;762;
662;Fossheim;760;
663;Løberg;759;
664;Fjørtoft;759;
665;Brandt;758;
666;Hansson;756;
667;Buer;756;
668;Nybø;755;
669;Bekkelund;754;
670;Aga;753;
671;Hodne;751;
672;Albertsen;749;
673;Tveter;747;
674;Fjell;747;
675;Holtet;745;
676;Gaustad;745;
677;Torkildsen;744;
678;Fauske;743;
679;Stormo;742;
680;Moberg;742;
681;Stokkeland;739;
682;Skaret;737;
683;Begum;737;
684;Li;736;
685;Schjølberg;734;
686;Severinsen;732;
687;Roland;732;
688;Persen;732;
689;Hellerud;731;
690;Albrigtsen;731;
691;Mohammad;730;
692;Mahmood;730;
693;Giske;730;
694;Dokken;730;
695;Erstad;729;
696;Bratlie;726;
697;Rosland;725;
698;Lillebø;725;
699;Helmersen;725;
700;Angell;725;
701;Risa;723;
702;Henden;723;
703;Lea;722;
704;Hegge;719;
705;Farah;719;
706;Kvammen;718;
707;Erdal;717;
708;Borg;716;
709;Wathne;714;
710;Melhus;713;
711;Olaisen;712;
712;Leirvik;712;
713;Bergesen;711;
714;Heggen;708;
715;Granheim;708;
716;Teigland;707;
717;Mohamud;707;
718;Hov;707;
719;Yusuf;706;
720;Salomonsen;706;
721;Myrland;706;
722;Halland;706;
723;Birkelund;706;
724;Høie;704;
725;Bull;704;
726;Øren;703;
727;Richardsen;703;
728;Hage;703;
729;Rise;699;
730;Berentsen;698;
731;Brenne;697;
732;Bertheussen;696;
733;Nordnes;693;
734;Myhr;693;
735;Linnerud;691;
736;Haukeland;691;
737;Sundet;690;
738;Rabben;690;
739;Heitmann;690;
740;Gjesdal;689;
741;Holden;683;
742;Bjordal;683;
743;Sharma;679;
744;Sandøy;678;
745;Netland;678;
746;Hauger;678;
747;Ringen;676;
748;Oppedal;676;
749;Drange;676;
750;Refsnes;675;
751;Rosseland;674;
752;Granum;674;
753;Bøhn;674;
754;Rønneberg;673;
755;Ringdal;673;
756;Risnes;671;
757;Aaserud;671;
758;Vestli;670;
759;Abelsen;670;
760;Rødland;669;
761;Lindstrøm;669;
762;Alme;669;
763;Søreide;668;
764;Vo;666;
765;Lunden;666;
766;Utne;665;
767;Bech;665;
768;Heggem;664;
769;Gjelsvik;664;
770;Nakken;663;
771;Vang;662;
772;Kittelsen;662;
773;Schrøder;660;
774;Karlstad;659;
775;Skogli;658;
776;Sylte;655;
777;Søreng;654;
778;Sandvold;654;
779;Rye;654;
780;Ree;653;
781;Storsveen;651;
782;Myrseth;651;
783;Stang;649;
784;Anderson;649;
785;Gudmundsen;648;
786;Dahlberg;648;
787;Homme;647;
788;Folkestad;647;
789;Østli;646;
790;Enge;646;
791;Ulvestad;645;
792;Eie;645;
793;Bruland;645;
794;Smedsrud;644;
795;Roald;644;
796;Green;644;
797;Torvik;643;
798;Hestnes;643;
799;Sveum;642;
800;Opdal;642;
801;Bore;642;
802;Stien;641;
803;Furulund;641;
804;Blix;641;
805;Løvaas;640;
806;Fuglestad;639;
807;Åsen;638;
808;Jahren;638;
809;Aarnes;637;
810;Skjold;636;
811;Lindland;636;
812;Jansson;636;
813;Reistad;635;
814;Odland;635;
815;Grøndahl;635;
816;Bogen;634;
817;Melbye;632;
818;Rekdal;631;
819;Sørvik;630;
820;Smestad;630;
821;Skagen;630;
822;Rognstad;630;
823;Lode;629;
824;Granlund;629;
825;Frøyland;629;
826;Moi;628;
827;Hellum;628;
828;Lyng;627;
829;Kolberg;627;
830;Haugli;627;
831;Ahmadi;627;
832;Heiberg;625;
833;Støle;624;
834;Mydland;624;
835;Alnes;623;
836;Rolland;622;
837;Midtun;622;
838;Granberg;622;
839;Vatland;621;
840;Rogstad;620;
841;Sørbø;619;
842;Myrvoll;616;
843;Thune;615;
844;Randen;615;
845;Løvstad;615;
846;Sollid;614;
847;Henningsen;614;
848;Hogstad;613;
849;Elstad;613;
850;Urdal;612;
851;Skrede;611;
852;Skjelbred;610;
853;Kittilsen;610;
854;Jahr;610;
855;Karstensen;609;
856;Hovda;609;
857;Aanonsen;609;
858;Øverås;607;
859;Harstad;607;
860;Gaarder;607;
861;Abdullahi;607;
862;Mæhlum;606;
863;Engelsen;605;
864;Østgård;604;
865;Rudi;604;
866;Marcussen;604;
867;Lundby;604;
868;Holberg;603;
869;Hjelmeland;603;
870;Aarstad;603;
871;Westgaard;602;
872;Sørgård;602;
873;Mohammadi;601;
874;Dammen;601;
875;Fjelde;600;
876;Zachariassen;599;
877;Kildal;599;
878;Eira;596;
879;Øverli;595;
880;Eid;595;
881;Osmundsen;594;
882;Ek;594;
883;Lein;593;
884;Bruvik;593;
885;Bergmann;593;
886;Skulstad;592;
887;Longva;591;
888;Berland;591;
889;Lima;590;
890;Wergeland;589;
891;Myhrvold;589;
892;Kvalsvik;589;
893;Brynildsen;588;
894;Svarstad;587;
895;Vu;586;
896;Reiten;586;
897;Nordberg;586;
898;Lillevik;586;
899;Steinsvik;585;
900;Håvik;582;
901;Bauge;582;
902;Petterson;581;
903;Vestre;580;
904;Haave;580;
905;Bjørdal;580;
906;Vestby;579;
907;Kjærstad;579;
908;Boge;579;
909;Werner;578;
910;Ofstad;578;
911;Midttun;576;
912;Lønning;575;
913;Gudbrandsen;575;
914;Fjeldheim;575;
915;Sortland;574;
916;Bratli;574;
917;Loe;573;
918;Øvergård;572;
919;Heggland;572;
920;Auestad;572;
921;Terjesen;571;
922;Sele;570;
923;Marthinussen;570;
924;Pettersson;569;
925;Brovold;569;
926;Soltvedt;568;
927;Selvik;568;
928;Skau;567;
929;Grønås;567;
930;Abdullah;567;
931;Halle;566;
932;Øie;564;
933;Thon;564;
934;Stensby;564;
935;Remme;564;
936;Brekken;564;
937;Bjørkli;564;
938;Rydland;563;
939;Engelstad;563;
940;Said;562;
941;Myran;562;
942;Leknes;562;
943;Nymo;561;
944;Nordås;561;
945;Tjelta;560;
946;Jordal;560;
947;Bergseth;560;
948;Fremstad;559;
949;Thue;558;
950;Hauan;557;
951;Hem;556;
952;Tofte;554;
953;Høydal;554;
954;Groven;554;
955;Kallevik;553;
956;Fagerland;551;
957;Nedrebø;550;
958;Sollien;549;
959;Ommundsen;549;
960;Løkke;549;
961;Osland;548;
962;Tufte;547;
963;Solås;547;
964;Sørby;546;
965;Helseth;546;
966;Hassel;546;
967;Mahamed;545;
968;Korsmo;545;
969;Idland;545;
970;Gashi;545;
971;Sjøberg;544;
972;Nordseth;544;
973;Markhus;544;
974;Jahnsen;544;
975;Vindenes;542;
976;Raknes;542;
977;Osnes;542;
978;Kjos;542;
979;Taraldsen;541;
980;Løvseth;541;
981;Gaup;541;
982;Heier;540;
983;Grov;540;
984;Dreyer;540;
985;Aarvik;540;
986;Hegna;539;
987;Grimsrud;539;
988;Forberg;539;
989;Alexandersen;539;
990;Landro;538;
991;Aass;538;
992;Opdahl;537;
993;Gamst;537;
994;Bjørsvik;537;
995;Veland;536;
996;Tharaldsen;535;
997;Otterlei;535;
998;Hætta;535;
999;Bru;535;
1000;Seland;534;
1001;Reigstad;534;
1002;Horpestad;534;
1003;Heen;534;
1004;Strande;533;
1005;Skjerve;533;
1006;Skauge;533;
1007;Osen;533;
1008;Gustafsson;532;
1009;Fevang;532;
1010;Dyrnes;532;
1011;Stranden;531;
1012;Sandmo;531;
1013;Størseth;530;
1014;Semb;530;
1015;Sara;530;
1016;Nystuen;530;
1017;Fure;530;
1018;Røen;529;
1019;Nordstrøm;528;
1020;Hestad;527;
1021;Alsaker;527;
1022;Abbas;527;
1023;Risan;526;
1024;Fjeldberg;526;
1025;Bjørk;526;
1026;Aske;526;
1027;Aadland;526;
1028;Stenhaug;525;
1029;Godø;525;
1030;Fylling;525;
1031;Furu;524;
1032;Ulstein;523;
1033;Korsnes;523;
1034;Bernhardsen;523;
1035;Rosvold;521;
1036;Tengesdal;520;
1037;Steinnes;520;
1038;Berthelsen;520;
1039;Tiller;519;
1040;Sævik;519;
1041;Mjøs;519;
1042;Gerhardsen;518;
1043;Bremnes;518;
1044;Willumsen;517;
1045;Vaage;517;
1046;Sletvold;517;
1047;Ngo;517;
1048;Alm;517;
1049;Røste;516;
1050;Kjeldsen;516;
1051;Westgård;515;
1052;Edland;515;
1053;Apeland;515;
1054;Hårstad;513;
1055;Wessel;512;
1056;Holgersen;512;
1057;Haavik;512;
1058;Østbye;511;
1059;Nervik;511;
1060;Langås;511;
1061;Grytten;511;
1062;Frogner;511;
1063;Botten;511;
1064;Rosenlund;510;
1065;Nord;510;
1066;Hadland;510;
1067;Finne;510;
1068;Stiansen;509;
1069;Rian;509;
1070;Nordengen;509;
1071;Lavik;509;
1072;Kvale;509;
1073;Grinde;509;
1074;Fotland;509;
1075;Elvestad;509;
1076;Solsvik;508;
1077;Sandven;508;
1078;Løvold;508;
1079;Høyvik;508;
1080;Rindal;506;
1081;Hafstad;506;
1082;Valderhaug;505;
1083;Stamnes;505;
1084;Horgen;505;
1085;Aalberg;505;
1086;Østvold;504;
1087;Sommer;504;
1088;Schjelderup;504;
1089;Nesje;504;
1090;Emilsen;504;
1091;Aspelund;504;
1092;Saleh;503;
1093;Flåten;503;
1094;Østbø;502;
1095;Langerud;502;
1096;Karoliussen;502;
1097;Wilson;501;
1098;Stensen;501;
1099;Dybdahl;501;
1100;Waaler;500;
1101;Rasch;500;
1102;Hagerup;499;
1103;Rashid;498;
1104;Phan;498;
1105;Holmgren;498;
1106;Eiken;498;
1107;Chen;498;
1108;Vikse;497;
1109;Opstad;497;
1110;Malmin;497;
1111;Grødem;497;
1112;Dørum;497;
1113;Bach;497;
1114;Sørdal;496;
1115;Sundberg;496;
1116;Neset;496;
1117;Jæger;496;
1118;Røren;494;
1119;Torkelsen;493;
1120;Bjørnerud;493;
1121;Bergland;493;
1122;Aardal;493;
1123;Svenning;492;
1124;Bryn;492;
1125;Lindahl;491;
1126;Kirkeby;491;
1127;Horne;491;
1128;Friestad;491;
1129;Fornes;490;
1130;Friis;489;
1131;Revheim;488;
1132;Husøy;488;
1133;Krohn;487;
1134;Høiby;487;
1135;Arvesen;487;
1136;Aasgaard;487;
1137;Landsverk;486;
1138;Bakka;486;
1139;Djupvik;485;
1140;Østerhus;484;
1141;Landa;484;
1142;Kaland;484;
1143;Teige;483;
1144;Sharif;483;
1145;Reime;483;
1146;Nærland;483;
1147;Heggdal;483;
1148;Erga;483;
1149;Hammerstad;482;
1150;Frafjord;482;
1151;Finsrud;481;
1152;Aasbø;481;
1153;Aanensen;481;
1154;Westbye;480;
1155;Sandstad;480;
1156;Falck;480;
1157;Skarstein;479;
1158;Nergaard;479;
1159;Carlsson;479;
1160;Nowak;478;
1161;Kolnes;478;
1162;Skorpen;476;
1163;Nordhus;476;
1164;Lied;476;
1165;Bjørvik;476;
1166;Vartdal;475;
1167;Langnes;475;
1168;Hellem;475;
1169;Hasle;475;
1170;Haglund;475;
1171;Bergerud;475;
1172;Haukland;474;
1173;Eikenes;474;
1174;Bratberg;474;
1175;Zhang;473;
1176;Telle;473;
1177;Eidissen;473;
1178;By;473;
1179;Øksnes;472;
1180;Trøen;472;
1181;Røkke;472;
1182;Mundal;472;
1183;Klungland;472;
1184;Dalland;472;
1185;Rydningen;471;
1186;Opedal;471;
1187;Bjørnestad;471;
1188;Bergene;471;
1189;Rong;470;
1190;Hognestad;470;
1191;Eskeland;470;
1192;Kalland;469;
1193;Håheim;469;
1194;Holmsen;469;
1195;Frostad;469;
1196;Westad;468;
1197;Stave;468;
1198;Opsal;468;
1199;Holmedal;468;
1200;Hasan;468;
1201;Nordeng;467;
1202;Krasniqi;467;
1203;Irgens;467;
1204;Bøen;467;
1205;Bjørgum;467;
1206;Tveito;466;
1207;Hovind;466;
1208;Holmberg;466;
1209;Haram;466;
1210;Eek;466;
1211;Sommerseth;465;
1212;Schau;464;
1213;Juul;464;
1214;Øygard;463;
1215;Sjølie;463;
1216;Aziz;463;
1217;Stabell;462;
1218;Sanne;462;
1219;Tveten;461;
1220;Østebø;460;
1221;Wolden;459;
1222;Wiggen;459;
1223;Vestad;459;
1224;Taule;459;
1225;Heldal;459;
1226;Gullaksen;459;
1227;Valstad;458;
1228;Kvarme;458;
1229;Dalheim;458;
1230;Mustafa;457;
1231;Molvik;457;
1232;Moan;457;
1233;Kjølstad;456;
1234;Ho;456;
1235;Rødal;455;
1236;Hunstad;455;
1237;Haugseth;455;
1238;Egeberg;455;
1239;Brox;455;
1240;Skjønhaug;454;
1241;Krog;454;
1242;Frøland;454;
1243;Brakstad;454;
1244;Aarhus;454;
1245;Solvik;453;
1246;Shah;453;
1247;Thu;452;
1248;Reite;452;
1249;Kjørsvik;452;
1250;Grude;452;
1251;Baardsen;452;
1252;Rosenberg;451;
1253;Leite;451;
1254;Garberg;451;
1255;Skeide;450;
1256;Lægreid;450;
1257;Aure;450;
1258;Tysse;449;
1259;Løvli;449;
1260;Kjøsnes;449;
1261;Braut;449;
1262;Raaen;448;
1263;Poulsen;448;
1264;Kvinge;448;
1265;Christophersen;448;
1266;Aspen;448;
1267;Mjøen;447;
1268;Høyem;447;
1269;Borlaug;447;
1270;Hopen;446;
1271;Grini;446;
1272;Hjortland;445;
1273;Hegland;445;
1274;Hareide;445;
1275;Aleksandersen;445;
1276;Schultz;444;
1277;Rolfsen;443;
1278;Lunder;443;
1279;Hynne;443;
1280;Caspersen;443;
1281;Fossdal;442;
1282;Berisha;441;
1283;Ugland;440;
1284;Granås;440;
1285;Bjørgan;440;
1286;Ekren;439;
1287;Børve;439;
1288;Theodorsen;438;
